Name,Spectral Type,Age Category,plx_mas,plx_mas_err,F200W,F200W_err,F115W,F115W_err,F182M,F182M_err,F212N,F212N_err,F140M,F140M_err,F162M,F162M_err,F210M,F210M_err,F150W,F150W_err,F164N,F164N_err,F187N,F187N_err
SDSS J020735.60+135556.3,13.0,Field,26.7,0.7,14.271,0.006,15.702,0.004,14.463,0.010,13.965,0.015,15.258,0.008,14.472,0.005,14.071,0.007,14.914,0.005,14.377,0.013,14.600,0.063
SDSS J020742.48+000056.2,24.5,Young,29.0,4.0,16.780,0.027,17.307,0.008,17.161,0.053,16.109,0.032,18.420,0.091,16.504,0.017,16.311,0.018,17.234,0.022,16.760,0.054,17.384,0.212
SDSS J023547.56-084919.8,12.0,Field,21.7,0.9,14.536,0.002,15.810,0.002,14.731,0.003,14.211,0.005,15.505,0.003,14.677,0.003,14.328,0.003,15.139,0.002,14.598,0.006,14.854,0.012
SDSS J032553.17+042540.1,25.5,Field,44.0,3.0,16.547,0.013,16.600,0.006,17.021,0.026,15.763,0.016,18.150,0.036,15.966,0.007,15.998,0.010,16.707,0.009,16.361,0.040,17.510,0.135
SDSS J035104.37+481046.8,21.0,Field,29.0,4.0,15.576,0.018,17.068,0.016,15.924,0.034,15.066,0.028,17.061,0.042,15.746,0.014,15.227,0.012,16.362,0.016,15.742,0.040,16.151,0.282
SDSS J035308.54+103056.0,11.0,Field,21.6,0.9,14.459,0.002,15.827,0.002,14.633,0.004,14.181,0.005,15.442,0.004,14.638,0.003,14.278,0.002,15.097,0.003,14.542,0.007,14.701,0.019
SDSS J062621.22+002934.2,11.0,Field,15.6,1.4,15.067,0.004,16.248,0.004,15.250,0.006,14.752,0.009,15.949,0.007,15.164,0.004,14.863,0.004,15.602,0.004,15.077,0.010,15.328,0.038
SDSS J073519.59+410850.4,10.0,Field,14.6,0.6,15.050,0.007,15.939,0.007,15.226,0.010,14.765,0.024,15.850,0.017,15.056,0.009,14.853,0.010,15.512,0.009,14.960,0.021,15.349,0.059
SDSS J074149.15+235127.5,25.0,Field,73.0,3.0,16.426,0.009,16.473,0.003,16.952,0.018,15.626,0.013,17.954,0.023,15.915,0.006,15.851,0.007,16.628,0.006,16.318,0.020,17.442,0.137
SDSS J074201.41+205520.5,25.0,Field,64.0,3.0,16.266,0.005,16.329,0.002,16.759,0.012,15.486,0.010,17.876,0.019,15.744,0.004,15.717,0.005,16.464,0.004,16.061,0.013,16.959,0.073
SDSS J074756.31+394732.9,10.0,Field,20.6,0.4,13.898,0.002,15.291,0.002,14.038,0.004,13.677,0.005,14.732,0.004,14.135,0.002,13.761,0.002,14.480,0.002,14.062,0.007,14.051,0.020
SDSS J075054.74+445418.7,10.0,Field,19.9,0.3,14.441,0.002,15.254,0.002,14.606,0.004,14.174,0.005,15.229,0.004,14.436,0.002,14.252,0.002,14.888,0.002,14.332,0.006,14.739,0.023
SDSS J075840.33+324723.4,22.0,Field,91.9,1.7,14.144,0.001,15.223,0.002,14.500,0.002,13.537,0.004,15.835,0.004,13.955,0.002,13.731,0.002,14.759,0.002,13.863,0.005,14.728,0.012
SDSS J080048.13+465825.5,12.0,Field,21.2,0.8,14.531,0.003,15.844,0.002,14.724,0.005,14.200,0.005,15.470,0.004,14.668,0.002,14.325,0.002,15.118,0.002,14.584,0.006,14.876,0.019
SDSS J080959.01+443422.2,15.4,Young,40.0,3.0,14.810,0.002,16.888,0.003,15.128,0.003,14.387,0.005,16.392,0.006,15.179,0.003,14.513,0.003,15.812,0.003,15.068,0.006,15.223,0.018
SDSS J081757.49+182405.0,11.0,Field,23.4,0.5,14.064,0.004,15.355,0.002,14.202,0.006,13.826,0.007,14.994,0.006,14.253,0.003,13.925,0.003,14.691,0.003,14.171,0.008,14.220,0.032
SDSS J081812.28+331048.2,10.0,Field,16.2,1.4,15.177,0.003,16.371,0.002,15.381,0.005,14.830,0.007,16.205,0.007,15.239,0.003,14.957,0.003,15.770,0.003,15.129,0.009,15.514,0.031
SDSS J082642.65+193922.0,10.0,Field,23.6,0.4,13.841,0.002,15.000,0.001,13.983,0.002,13.618,0.005,14.639,0.003,13.982,0.002,13.691,0.002,14.368,0.002,13.895,0.005,14.047,0.009
SDSS J083048.80+012831.1,24.5,Field,43.0,5.0,16.502,0.007,16.639,0.002,17.007,0.014,15.725,0.010,18.195,0.023,15.963,0.004,15.933,0.005,16.722,0.005,16.225,0.013,17.344,0.085
SDSS J083545.33+222430.9,10.0,Field,12.7,0.7,14.749,0.002,15.904,0.002,14.904,0.003,14.494,0.006,15.559,0.004,14.866,0.003,14.578,0.003,15.261,0.002,14.780,0.008,14.978,0.021
SDSS J083621.98+494931.5,9.0,Field,16.6,0.7,14.555,0.003,15.730,0.002,14.719,0.004,14.295,0.006,15.384,0.004,14.680,0.003,14.380,0.002,15.082,0.002,14.602,0.006,14.886,0.025
SDSS J083646.35+052642.6,10.0,Field,18.4,0.3,13.673,0.005,14.865,0.002,13.856,0.008,13.365,0.006,14.506,0.007,13.788,0.003,13.473,0.004,14.192,0.003,13.708,0.007,14.082,0.062
SDSS J084106.85+603506.3,14.0,Field,19.1,1.8,14.808,0.003,16.287,0.003,14.980,0.004,14.530,0.007,15.825,0.006,15.033,0.003,14.637,0.003,15.485,0.003,14.943,0.009,15.006,0.023
SDSS J084307.95+314129.2,13.0,Field,17.1,1.6,14.782,0.003,16.333,0.003,15.029,0.005,14.417,0.006,15.954,0.005,14.970,0.003,14.533,0.003,15.505,0.003,14.874,0.007,15.235,0.025
SDSS J084333.28+102443.5,11.0,Field,32.2,0.5,13.936,0.002,15.161,0.002,14.128,0.003,13.611,0.005,14.916,0.003,14.030,0.002,13.726,0.002,14.511,0.002,13.944,0.006,14.240,0.017
SDSS J085234.90+472035.0,19.5,Field,42.0,3.0,15.081,0.004,16.629,0.003,15.395,0.006,14.600,0.007,16.500,0.010,15.178,0.003,14.747,0.003,15.823,0.004,15.095,0.008,15.578,0.031
SDSS J085834.42+325627.7,21.0,Field,41.0,4.0,15.315,0.007,16.861,0.011,15.727,0.014,14.728,0.015,16.952,0.020,15.382,0.009,14.904,0.008,16.103,0.008,15.271,0.032,16.028,0.046
SDSS J085836.98+271050.8,10.0,Field,17.9,0.9,13.947,0.002,15.416,0.002,14.145,0.004,13.646,0.004,14.959,0.004,14.173,0.002,13.748,0.002,14.616,0.002,14.087,0.006,14.246,0.023
SDSS J090900.73+652527.2,21.5,Field,64.0,4.0,15.345,0.007,16.322,0.004,15.626,0.011,14.828,0.011,16.697,0.017,15.109,0.005,14.988,0.007,15.818,0.006,15.073,0.014,15.929,0.081
SDSS J090948.13+194043.9,11.0,Field,26.8,0.5,13.671,0.003,15.042,0.002,13.790,0.004,13.483,0.005,14.567,0.004,13.930,0.003,13.566,0.003,14.314,0.002,13.849,0.006,13.697,0.023
SDSS J092308.70+234013.7,11.0,Field,40.6,0.3,13.063,0.001,14.152,0.002,13.235,0.002,12.758,0.004,13.953,0.002,13.107,0.002,12.871,0.002,13.579,0.001,13.007,0.005,13.324,0.011
SDSS J093113.23+280227.1,13.0,Field,31.3,1.0,14.067,0.002,15.311,0.002,14.242,0.004,13.750,0.004,15.057,0.004,14.141,0.002,13.870,0.002,14.634,0.002,14.070,0.006,14.305,0.022
SDSS J093237.47+672514.5,10.0,Field,16.5,0.8,15.111,0.005,16.244,0.003,15.254,0.008,14.887,0.008,15.950,0.007,15.236,0.004,14.963,0.005,15.656,0.004,15.135,0.011,15.333,0.051
SDSS J093858.88+044343.9,10.0,Field,15.4,0.5,14.257,0.004,15.568,0.002,14.350,0.006,14.135,0.007,15.022,0.006,14.533,0.003,14.184,0.004,14.836,0.003,14.460,0.007,14.272,0.032
SDSS J094047.88+294653.0,11.0,Field,18.0,0.9,14.183,0.006,15.682,0.003,14.341,0.008,13.941,0.009,15.194,0.009,14.432,0.004,14.027,0.005,14.872,0.004,14.358,0.010,14.315,0.050
SDSS J094134.92+100942.0,10.0,Field,19.4,0.4,13.617,0.003,14.878,0.002,13.736,0.004,13.441,0.005,14.432,0.004,13.818,0.003,13.502,0.002,14.181,0.002,13.748,0.007,13.760,0.024
SDSS J100711.74+193056.2,18.0,Field,45.6,2.0,15.653,0.008,17.157,0.008,15.953,0.012,15.188,0.017,17.141,0.020,15.737,0.008,15.325,0.009,16.411,0.008,15.625,0.014,16.081,0.033
SDSS J101742.51+431057.9,11.0,Field,20.6,0.7,14.565,0.004,15.925,0.002,14.746,0.007,14.277,0.006,15.523,0.007,14.737,0.003,14.380,0.003,15.185,0.003,14.641,0.009,14.815,0.039
SDSS J102204.88+020047.5,9.0,Young,32.81,0.28,13.147,0.001,14.442,0.002,13.281,0.002,12.949,0.004,13.999,0.002,13.357,0.002,13.018,0.001,13.736,0.001,13.268,0.005,13.306,0.006
SDSS J102552.43+321234.0,17.0,Field,37.3,1.2,15.586,0.005,17.378,0.008,15.913,0.008,15.139,0.010,17.063,0.019,15.815,0.007,15.257,0.007,16.438,0.008,15.732,0.024,15.987,0.038
SDSS J103026.78+021306.4,19.5,Field,19.5,2.8,16.092,0.005,17.714,0.004,16.380,0.008,15.652,0.009,17.505,0.011,16.208,0.004,15.787,0.005,16.858,0.004,16.090,0.011,16.444,0.041
SDSS J103309.11+121626.0,10.0,Field,21.4,0.5,14.125,0.004,15.491,0.002,14.253,0.007,13.936,0.007,15.002,0.007,14.369,0.004,14.009,0.004,14.748,0.004,14.283,0.009,14.217,0.033
SDSS J103405.67+035016.3,10.0,Field,22.4,0.4,13.790,0.003,15.043,0.002,13.974,0.005,13.512,0.006,14.698,0.005,13.947,0.003,13.600,0.003,14.368,0.003,13.855,0.007,14.089,0.028
SDSS J103931.35+325625.5,21.0,Field,30.0,3.0,15.280,0.003,16.661,0.003,15.629,0.006,14.739,0.007,16.866,0.010,15.288,0.003,14.900,0.003,15.999,0.004,15.226,0.007,15.713,0.034
SDSS J104335.08+121314.1,19.0,Field,60.0,3.0,14.619,0.002,16.366,0.002,14.949,0.003,14.121,0.005,16.161,0.005,14.780,0.002,14.279,0.002,15.449,0.002,14.673,0.006,15.081,0.017
SDSS J104409.43+042937.6,17.0,Field,31.0,3.0,14.698,0.002,16.434,0.002,14.996,0.003,14.261,0.005,16.154,0.004,14.886,0.003,14.391,0.002,15.516,0.002,14.781,0.007,15.093,0.016
SDSS J104842.84+011158.5,11.0,Field,66.59,0.16,11.925,0.001,13.213,0.002,12.110,0.002,11.623,0.004,12.875,0.003,12.080,0.002,11.731,0.002,12.527,0.002,11.999,0.005,12.180,0.008
SDSS J105151.25+131116.3,10.0,Field,14.7,1.1,13.828,0.004,15.130,0.002,14.021,0.006,13.540,0.006,14.798,0.005,13.985,0.003,13.630,0.004,14.442,0.003,13.884,0.007,14.178,0.029
SDSS J112647.03+581632.2,13.0,Field,18.4,0.6,14.918,0.004,15.972,0.002,15.120,0.006,14.554,0.006,15.864,0.007,14.900,0.003,14.688,0.003,15.427,0.003,14.787,0.007,15.293,0.027
SDSS J114912.31-015300.6,9.0,Young,21.7,0.4,13.982,0.002,15.004,0.002,14.107,0.004,13.769,0.005,14.688,0.004,14.079,0.002,13.851,0.002,14.443,0.002,13.987,0.006,14.153,0.021
SDSS J115553.86+055957.5,16.8,Field,47.0,4.0,14.525,0.002,16.151,0.002,14.821,0.004,14.080,0.004,15.938,0.006,14.670,0.003,14.221,0.002,15.305,0.002,14.567,0.006,14.942,0.021
SDSS J115940.72+540938.6,12.0,Field,16.0,0.6,14.085,0.003,15.554,0.002,14.287,0.006,13.769,0.005,15.125,0.007,14.284,0.003,13.874,0.002,14.756,0.003,14.192,0.006,14.454,0.035
SDSS J120602.51+281328.7,23.0,Field,34.0,2.4,16.303,0.015,16.662,0.006,16.617,0.026,15.651,0.028,17.576,0.033,15.738,0.009,15.870,0.012,16.446,0.011,15.786,0.022,16.854,0.129
SDSS J120610.49+624257.2,11.0,Field,21.7,0.7,14.449,0.004,15.918,0.004,14.684,0.006,14.080,0.008,15.540,0.007,14.615,0.004,14.203,0.004,15.114,0.004,14.527,0.011,14.796,0.035
SDSS J120747.17+024424.8,18.0,Field,45.0,4.0,14.591,0.003,15.922,0.002,14.880,0.004,14.112,0.004,15.998,0.005,14.563,0.002,14.263,0.002,15.240,0.002,14.487,0.006,15.115,0.029
SDSS J121440.95+631643.4,23.5,Field,56.0,5.0,15.957,0.012,16.644,0.006,16.380,0.022,15.187,0.015,17.801,0.048,15.530,0.008,15.453,0.011,16.388,0.011,15.541,0.027,16.728,0.074
SDSS J121951.45+312849.4,18.0,Field,52.0,4.0,14.713,0.003,16.505,0.003,15.056,0.004,14.212,0.005,16.359,0.008,14.903,0.003,14.365,0.003,15.609,0.003,14.792,0.007,15.145,0.025
SDSS J124555.66+490210.9,11.0,Field,6.8,0.6,15.179,0.006,16.178,0.003,15.284,0.010,15.022,0.010,15.830,0.009,15.298,0.005,15.074,0.005,15.616,0.005,15.211,0.013,15.340,0.059
SDSS J124908.66+415728.6,10.0,Field,19.0,0.6,14.476,0.002,15.659,0.003,14.631,0.003,14.243,0.006,15.327,0.004,14.640,0.003,14.320,0.003,15.036,0.002,14.556,0.008,14.744,0.018
SDSS J132715.21+075937.5,11.0,Field,28.6,0.4,13.494,0.001,15.006,0.002,13.641,0.002,13.260,0.004,14.486,0.003,13.755,0.002,13.357,0.002,14.188,0.002,13.671,0.005,13.643,0.011
SDSS J133148.92-011651.4,16.0,Field,47.1,1.4,14.565,0.004,15.783,0.004,14.887,0.006,14.060,0.007,15.904,0.010,14.515,0.003,14.219,0.004,15.204,0.004,14.403,0.009,15.178,0.041
SDSS J133312.79+150956.6,10.0,Field,11.6,0.8,15.112,0.004,16.101,0.003,15.252,0.005,14.891,0.009,15.819,0.005,15.200,0.004,14.958,0.005,15.559,0.003,15.119,0.011,15.366,0.026
SDSS J133345.36-021600.2,13.0,Field,26.6,0.9,14.199,0.002,15.596,0.002,14.369,0.004,13.912,0.004,15.181,0.004,14.388,0.002,14.026,0.002,14.843,0.002,14.310,0.005,14.411,0.015
SDSS J135852.68+374711.9,24.5,Field,50.0,3.0,16.884,0.017,16.772,0.005,17.278,0.027,16.216,0.037,18.304,0.047,16.276,0.010,16.388,0.020,16.975,0.012,16.668,0.040,17.445,0.087
SDSS J140023.12+433822.3,17.0,Field,41.0,3.0,14.837,0.002,16.676,0.003,15.127,0.003,14.415,0.005,16.232,0.004,15.130,0.003,14.546,0.003,15.699,0.002,15.047,0.007,15.180,0.014
SDSS J140601.47+524931.0,10.0,Field,15.9,0.6,14.602,0.004,15.956,0.002,14.725,0.006,14.424,0.007,15.487,0.006,14.837,0.004,14.490,0.003,15.222,0.004,14.762,0.008,14.649,0.034
SDSS J141530.05+572428.7,23.0,Field,26.0,4.0,15.882,0.006,17.095,0.004,16.257,0.011,15.351,0.013,17.410,0.015,15.953,0.007,15.502,0.007,16.601,0.006,16.050,0.023,16.390,0.063
SDSS J141659.78+500626.4,14.0,Field,21.338,0.017,15.799,0.016,17.324,0.014,16.090,0.025,15.318,0.044,17.110,0.045,15.911,0.014,15.492,0.020,16.513,0.020,15.827,0.047,16.086,0.133
SDSS J141858.92+600018.8,10.0,Field,18.1,0.4,14.268,0.018,15.526,0.003,14.401,0.030,14.061,0.007,15.031,0.023,14.459,0.004,14.133,0.004,14.790,0.010,14.380,0.008,14.378,0.168
SDSS J142058.30+213156.6,11.0,Field,23.9,0.5,14.408,0.002,15.378,0.002,14.571,0.003,14.108,0.005,15.227,0.003,14.420,0.002,14.217,0.002,14.874,0.002,14.334,0.007,14.726,0.014
SDSS J142257.15+082752.1,12.0,Field,30.9,0.6,13.981,0.002,15.430,0.002,14.172,0.003,13.678,0.005,15.012,0.004,14.183,0.002,13.787,0.002,14.654,0.002,14.099,0.005,14.236,0.017
SDSS J143242.10+345142.7,11.0,Field,17.0,0.8,14.897,0.002,16.098,0.002,15.084,0.004,14.578,0.005,15.841,0.004,14.992,0.002,14.696,0.002,15.468,0.002,14.901,0.006,15.197,0.018
SDSS J143553.25+112948.6,22.0,Field,36.0,4.0,16.485,0.025,17.734,0.013,16.837,0.032,15.934,0.097,18.068,0.058,16.484,0.017,16.112,0.034,17.179,0.020,16.495,0.036,16.759,0.142
SDSS J145255.58+272324.4,10.0,Field,24.2,0.4,14.278,0.003,15.163,0.002,14.443,0.004,13.976,0.005,15.115,0.004,14.260,0.003,14.092,0.002,14.749,0.003,14.144,0.006,14.515,0.025
SDSS J145325.89+142041.8,11.0,Field,28.0,0.7,14.200,0.003,15.436,0.002,14.372,0.004,13.892,0.006,15.136,0.005,14.303,0.002,14.009,0.003,14.763,0.003,14.242,0.006,14.452,0.023
SDSS J150411.63+102718.4,27.0,Field,46.1,1.5,17.111,0.012,17.097,0.003,17.799,0.029,16.263,0.017,18.685,0.045,16.581,0.008,16.480,0.011,17.282,0.010,17.276,0.041,18.261,0.244
SDSS J151240.67+340350.1,13.0,Field,33.7,0.4,13.680,0.002,15.428,0.002,13.876,0.003,13.399,0.004,14.795,0.004,14.005,0.002,13.493,0.002,14.448,0.002,13.930,0.006,13.919,0.015
SDSS J151506.11+443648.3,17.5,Field,28.0,4.0,15.186,0.002,17.097,0.004,15.505,0.004,14.736,0.006,16.731,0.007,15.443,0.004,14.872,0.003,16.094,0.004,15.321,0.007,15.594,0.020
SDSS J151603.03+025928.9,20.0,Field,64.0,10.0,15.857,0.004,17.395,0.004,16.192,0.007,15.375,0.009,17.301,0.009,15.962,0.005,15.510,0.005,16.610,0.005,15.877,0.010,16.353,0.034
SDSS J151643.01+305344.4,20.5,Field,48.2,2.7,15.636,0.004,17.439,0.005,16.050,0.006,15.065,0.008,17.624,0.014,15.767,0.004,15.233,0.005,16.611,0.005,15.616,0.009,16.155,0.031
SDSS J152039.82+354619.8,20.0,Field,57.0,5.0,14.351,0.002,15.937,0.002,14.641,0.002,13.885,0.004,15.725,0.004,14.443,0.002,14.030,0.002,15.075,0.002,14.347,0.005,14.763,0.010
SDSS J152103.24+013142.7,23.0,Young,43.0,6.0,15.782,0.007,16.654,0.003,16.096,0.010,15.172,0.009,17.266,0.016,15.506,0.005,15.378,0.007,16.256,0.006,15.461,0.012,16.318,0.056
SDSS J153012.87+514717.1,10.0,Field,19.3,0.3,14.091,0.002,15.305,0.002,14.237,0.003,13.872,0.006,14.913,0.003,14.274,0.002,13.945,0.003,14.644,0.002,14.202,0.006,14.271,0.011
SDSS J153453.33+121949.2,14.0,Field,50.1,1.5,14.082,0.008,15.738,0.008,14.334,0.014,13.698,0.031,15.317,0.013,14.328,0.009,13.840,0.008,14.861,0.007,14.249,0.019,14.347,0.077
SDSS J154009.36+374230.3,19.0,Field,41.0,5.0,15.130,0.008,16.846,0.007,15.484,0.015,14.627,0.011,16.739,0.018,15.299,0.008,14.775,0.008,15.990,0.008,15.195,0.013,15.616,0.108
SDSS J154849.02+172235.4,15.0,Field,46.0,9.0,15.053,0.020,nan,nan,15.349,0.030,14.597,0.052,16.316,0.040,15.140,0.025,14.740,0.026,15.745,0.022,15.007,0.030,15.428,0.109
SDSS J155120.86+432930.3,13.0,Field,22.2,0.7,13.924,0.001,15.373,0.002,14.147,0.002,13.563,0.004,15.051,0.003,14.093,0.002,13.691,0.002,14.621,0.002,14.007,0.006,14.284,0.011
SDSS J155252.32-003501.9,10.0,Field,12.9,0.8,15.479,0.003,16.264,0.002,15.623,0.005,15.228,0.007,16.237,0.005,15.473,0.003,15.318,0.004,15.917,0.003,15.351,0.008,15.724,0.032
SDSS J155644.35+172308.9,10.0,Field,20.3,0.4,13.566,0.002,14.989,0.002,13.751,0.003,13.276,0.005,14.606,0.004,13.744,0.002,13.376,0.003,14.228,0.002,13.644,0.006,13.848,0.018
SDSS J161611.36+521328.0,10.0,Field,11.3,0.9,14.419,0.002,15.757,0.002,14.577,0.003,14.196,0.005,15.362,0.003,14.632,0.002,14.264,0.002,15.057,0.002,14.542,0.006,14.617,0.013
SDSS J161731.65+401859.7,14.0,Field,26.3,1.1,15.230,0.009,17.389,0.010,15.553,0.016,14.787,0.016,16.718,0.017,15.643,0.011,14.934,0.010,16.222,0.010,15.575,0.020,15.737,0.098
SDSS J161928.31+005011.9,12.0,Field,37.5,0.3,13.442,0.001,14.753,0.001,13.638,0.002,13.125,0.004,14.443,0.003,13.593,0.002,13.236,0.002,14.063,0.001,13.510,0.005,13.683,0.007
SDSS J162603.03+211313.0,13.0,Field,34.1,1.0,14.317,0.002,15.951,0.002,14.549,0.004,13.941,0.004,15.561,0.005,14.507,0.002,14.075,0.002,15.080,0.002,14.416,0.005,14.722,0.023
SDSS J162838.77+230821.1,27.0,Field,75.1,0.9,16.732,0.014,16.905,0.004,17.604,0.042,15.780,0.016,18.748,0.051,16.374,0.010,16.024,0.010,17.086,0.010,17.188,0.047,17.806,0.219
SDSS J163030.53+434404.0,17.0,Field,44.7,2.6,15.181,0.002,16.992,0.003,15.499,0.004,14.720,0.006,16.719,0.006,15.421,0.003,14.865,0.003,16.070,0.003,15.316,0.008,15.598,0.022
